"",".id","perm_id","sample.x","distance","Replicate.x","IS__CONTROL.x","BD_min.x","BD_max.x","BD_range.x","perc_overlap","n_over_fracs","wmean_dist","wmean_dist_CI_low_global","wmean_dist_CI_high_global","wmean_dist_CI_low","wmean_dist_CI_high","Treatment","BD_shift","window"
"29","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC214",0.108405689890035,1,TRUE,1.757,1.764,0.00700000000000012,100,1,0.108405689890035,0.0123922629943124,0.0384400134160673,0.0160404558232593,0.0250164236209007,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"30","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC213",0.155144621856341,1,TRUE,1.764,1.775,0.0109999999999999,36.3636363636367,2,0.137883549024142,0.0123922629943124,0.0384400134160673,0.0177893561464743,0.0363799154477498,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"31","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC212",0.140437573691949,1,TRUE,1.775,1.778,0.00300000000000011,100,1,0.140437573691949,0.0123922629943124,0.0384400134160673,0.0207684348985796,0.0325048644728167,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"32","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC211",0.150102618899286,1,TRUE,1.778,1.785,0.0069999999999999,100,1,0.150102618899286,0.0123922629943124,0.0384400134160673,0.011620075791355,0.0223805261864827,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"33","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC210",0.176928930122896,1,TRUE,1.785,1.795,0.01,100,1,0.176928930122896,0.0123922629943124,0.0384400134160673,0.00654061435814331,0.0310309976567945,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"34","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC209",0.174619738139399,1,TRUE,1.795,1.801,0.00600000000000001,100,1,0.174619738139399,0.0123922629943124,0.0384400134160673,0.0190908709831048,0.045586834830952,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"35","(Treatment=='15MC2' & TP=='240.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC208",0.190714396834384,1,TRUE,1.801,1.807,0.00600000000000001,16.6666666666648,1,0.190714396834384,0.0123922629943124,0.0384400134160673,0.0111218963184141,0.034841445164102,"(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"36","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC215",0.0840732397292066,1,TRUE,1.746,1.757,0.0109999999999999,63.6363636363633,2,0.0853904880781081,0.0147367640914002,0.0393867392470263,0.0237773871070766,0.0320055464963043,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"37","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC214",0.0774949284950957,1,TRUE,1.757,1.764,0.00700000000000012,100,1,0.0774949284950957,0.0147367640914002,0.0393867392470263,0.0124630128572965,0.0195044716466469,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"38","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC213",0.0671197971350086,1,TRUE,1.764,1.775,0.0109999999999999,36.3636363636367,2,0.075445987611066,0.0147367640914002,0.0393867392470263,0.018619284497033,0.0292525703312348,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"39","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC212",0.0592316719843226,1,TRUE,1.775,1.778,0.00300000000000011,100,1,0.0592316719843226,0.0147367640914002,0.0393867392470263,0.0218724964220349,0.0278744318857352,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"40","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC211",0.0510770823008601,1,TRUE,1.778,1.785,0.0069999999999999,100,1,0.0510770823008601,0.0147367640914002,0.0393867392470263,0.0135793262282788,0.0207427000122004,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"41","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC210",0.0590158858315992,1,TRUE,1.785,1.795,0.01,100,1,0.0590158858315992,0.0147367640914002,0.0393867392470263,0.0156453497220172,0.0306737604540098,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"42","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC209",0.105425804647258,1,TRUE,1.795,1.801,0.00600000000000001,100,1,0.105425804647258,0.0147367640914002,0.0393867392470263,0.0296713597088358,0.0455357444621569,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"43","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC208",0.119495459473057,1,TRUE,1.801,1.807,0.00600000000000001,100,1,0.119495459473057,0.0147367640914002,0.0393867392470263,0.0205802763397674,0.0349855873280764,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"44","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC207",0.113567699848792,1,TRUE,1.807,1.813,0.00600000000000001,100,1,0.113567699848792,0.0147367640914002,0.0393867392470263,0.024115822973723,0.0355149842351478,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"45","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC206",0.0546465593842338,1,TRUE,1.813,1.82,0.0069999999999999,14.2857142857129,2,0.0689954841220736,0.0147367640914002,0.0393867392470263,0.0254189142048985,0.0432496535602489,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
