"",".id","perm_id","sample.x","distance","Replicate.x","IS__CONTROL.x","BD_min.x","BD_max.x","BD_range.x","perc_overlap","n_over_fracs","wmean_dist","wmean_dist_CI_low_global","wmean_dist_CI_high_global","wmean_dist_CI_low","wmean_dist_CI_high","Treatment","BD_shift","window"
"36","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC215",0.0840732397292066,1,TRUE,1.746,1.757,0.0109999999999999,63.6363636363633,2,0.0853904880781081,0.011353509789319,0.0435041331638785,0.0233683151963533,0.038943191015664,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"37","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC214",0.0774949284950957,1,TRUE,1.757,1.764,0.00700000000000012,100,1,0.0774949284950957,0.011353509789319,0.0435041331638785,0.012348416756652,0.0270472070059677,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"38","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC213",0.0671197971350086,1,TRUE,1.764,1.775,0.0109999999999999,36.3636363636367,2,0.075445987611066,0.011353509789319,0.0435041331638785,0.0176229416590324,0.0387100812041019,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"39","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC212",0.0592316719843226,1,TRUE,1.775,1.778,0.00300000000000011,100,1,0.0592316719843226,0.011353509789319,0.0435041331638785,0.0214817178247071,0.0343615142796097,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"40","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC211",0.0510770823008601,1,TRUE,1.778,1.785,0.0069999999999999,100,1,0.0510770823008601,0.011353509789319,0.0435041331638785,0.0112672302768214,0.0210411736285509,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"41","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC210",0.0590158858315992,1,TRUE,1.785,1.795,0.01,100,1,0.0590158858315992,0.011353509789319,0.0435041331638785,0.00681839481301215,0.0309979227987411,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"42","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC209",0.105425804647258,1,TRUE,1.795,1.801,0.00600000000000001,100,1,0.105425804647258,0.011353509789319,0.0435041331638785,0.0186320984061434,0.0451872547953593,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"43","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC208",0.119495459473057,1,TRUE,1.801,1.807,0.00600000000000001,100,1,0.119495459473057,0.011353509789319,0.0435041331638785,0.00928088897812067,0.0351933170352778,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"44","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC207",0.113567699848792,1,TRUE,1.807,1.813,0.00600000000000001,100,1,0.113567699848792,0.011353509789319,0.0435041331638785,0.0182133148685049,0.0361057479564063,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
"45","(Treatment=='9MC2' & TP=='24.00')
(Treatment=='5MC2' & TP == '-0.45')",0,"MCP_5MC206",0.0546465593842338,1,TRUE,1.813,1.82,0.0069999999999999,14.2857142857129,2,0.0689954841220736,0.011353509789319,0.0435041331638785,0.0267464474189104,0.0538206079247815,"(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45')",TRUE,TRUE
