"","MCP_9MC203","MCP_9MC204","MCP_9MC205","MCP_9MC206","MCP_9MC207","MCP_9MC208","MCP_9MC209","MCP_9MC210","MCP_9MC211","MCP_9MC212","MCP_9MC213","MCP_9MC214","MCP_9MC215","MCP_11MC206","MCP_11MC207","MCP_11MC208","MCP_11MC209","MCP_11MC210","MCP_11MC211","MCP_11MC212","MCP_11MC213","MCP_11MC214","MCP_12MC206","MCP_12MC207","MCP_12MC208","MCP_12MC209","MCP_12MC210","MCP_12MC211","MCP_12MC212","MCP_12MC213","MCP_12MC214","MCP_14MC205","MCP_14MC206","MCP_14MC207","MCP_14MC208","MCP_14MC209","MCP_14MC210","MCP_14MC211","MCP_14MC212","MCP_14MC213","MCP_14MC214","MCP_15MC206","MCP_15MC207","MCP_15MC208","MCP_15MC209","MCP_15MC210","MCP_15MC211","MCP_15MC212","MCP_15MC213","MCP_15MC214","MCP_5MC206","MCP_5MC207","MCP_5MC208","MCP_5MC209","MCP_5MC210","MCP_5MC211","MCP_5MC212","MCP_5MC213","MCP_5MC214","MCP_5MC215"
"9af3467db68cf6063627304cecd46a65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,0,0,0,0,0,0,0,0,0
"1fd6bc25da83cd0fb75d720b1011c0ba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0
"3e5cc4006667756b128e551a166d5861",0,40,0,18,18,16,12,35,29,20,45,30,26,0,0,4,17,15,8,11,20,25,0,6,0,27,7,14,37,56,77,12,0,7,34,62,103,317,401,290,226,0,0,0,5,17,17,32,38,0,0,42,42,58,28,17,11,24,10,31
"1e5252f7f059d825508ebf3880dffd92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0
"0606870e7caf9d39f42f23dff84c6190",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,0,6,0,0,0,0,0,0
"b93f0c1f2e8178c7ce1d957ab357dd77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,20,25,29,64,129,102,99,44,0,5,7,9,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"6c6209f5f79a7be45964b4d69599d1de",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0
"a7d9ac24cf597a17e98e400931d90089",0,12,0,4,0,0,0,15,0,19,28,14,14,0,9,0,18,0,22,18,37,48,0,0,0,4,13,15,31,22,53,4,0,0,6,14,33,79,86,39,45,0,0,0,5,0,0,0,5,0,272,23,26,41,23,10,6,5,0,14
"0e2e91fba1ca9ed7de2d11ea4786c914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0
"445f98e38592a3e1094e9db4d310c454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0
"a621f979cf558278fe92df8c81714aeb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"514a6f47fce761ef9f33c737ddb449af",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0
"16bc94b769624c603520cbf89b97f187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0
"efbe1f58b1e2984ddc53a64f047d94ff",6707,123099,7078,27112,22262,15177,15553,19857,9421,8457,6417,6988,9642,11234,22731,17809,25444,3511,2166,1081,880,835,5935,17756,4465,6279,2636,1382,595,208,208,1698,949,1031,436,195,133,80,73,60,113,278,183,123,111,47,45,0,105,41,53516,12983,23425,33015,20482,15280,11480,19562,11970,23788
"aac191f71ee109979c0a2b9d9c872206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0
"83c246c4ed456dea2a15d054f16009b3",42,682,15,60,49,96,250,700,922,1293,1005,792,660,71,312,713,3748,1754,4220,4999,7118,6412,72,380,267,1065,1919,2365,4647,5200,7364,0,11,21,45,62,161,336,358,411,261,557,1330,2820,2857,5264,6316,7076,7210,2319,190,38,112,187,85,65,34,41,25,45
"07eb166d091e1aebe641105881f4f2d3",61,1184,41,68,82,118,376,1063,1192,1459,1378,1105,862,0,45,184,826,323,789,863,1309,1425,0,0,0,43,123,133,242,329,385,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1053,338,583,1209,557,365,195,396,158,336
"7af6ae689696e9ea838fbb88ee9afb78",0,65,0,0,0,0,21,57,74,106,84,73,50,0,0,28,117,48,122,170,205,194,0,13,0,50,103,110,281,253,344,24,8,65,179,230,382,910,1265,1064,712,0,0,0,0,0,0,0,0,0,0,19,0,0,0,10,0,0,0,0
"acc9603a819dc23a606ac6c1b9105b6d",30,567,23,44,36,37,164,460,533,655,482,340,344,23,54,125,742,359,681,865,1147,955,20,111,83,338,804,968,1773,1769,2366,64,36,295,724,1009,1580,3538,4460,3890,2606,610,1444,3728,3380,5138,6446,6809,6944,2325,65,54,59,104,87,57,39,50,36,52
"2bb6b66b5872ff20a6ee6f12a8bb21b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,111,198,354,412,436,97,0,0,0,0,0,0,0,0,0,0
"79dd8858e8f7f68455b807ef496bbc24",0,0,0,0,0,0,0,0,0,23,0,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,18,14,0,0,0,0,6,0,20,18,0,603,79,102,134,48,16,0,13,0,0
"f1860fe716257bd5fd5c4c6a16cf3b95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e416d0916760d2fc17b616e2ac3ad855",141,1803,88,176,173,250,827,2325,2292,2812,2187,1989,1622,23,51,172,1163,552,959,1179,1386,1408,0,47,23,122,384,434,684,535,659,0,0,0,0,0,50,107,111,82,62,0,0,0,0,0,0,0,0,0,724,599,876,1497,631,460,365,520,377,648
"d3243a39a25903b4c9384cae24d5d490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0
"63589e0ca58068c56b69af98b76e3307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0
"1e104b993416995498346089f57fd3bf",333,4022,145,312,281,471,1546,5187,5320,6877,5100,4816,3360,40,120,347,2300,1169,2304,2594,3346,3055,133,413,303,1380,4345,4713,7506,6479,7851,406,280,2437,7948,10628,16444,31274,35394,35864,25565,127,335,1120,963,1102,1205,1415,1330,554,10472,2567,3946,6326,2741,2005,1485,2745,1591,3505
"137dc661fa672b506fd805198510edf9",12,165,0,0,0,22,60,197,260,455,418,409,253,0,0,0,45,29,68,109,171,219,0,0,0,0,0,9,32,51,47,0,0,0,0,0,0,17,0,0,14,0,0,0,0,0,0,0,0,0,542,226,192,388,143,125,82,146,115,248
"7a4067bb733ba1b9dccbe34f15d4662d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,220,308,547,665,777,783,222,0,0,0,0,0,0,0,0,0,0
"8a37f09de6e1b34a1825a0fa7d7df873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,96,158,382,516,1218,1511,1812,1993,523,0,0,0,0,0,0,0,0,0,0
"eb79af3a1a9aa989f04b9161f7cfbcd5",0,59,0,0,0,0,0,0,0,133,149,94,0,0,0,0,0,0,0,64,94,74,0,0,0,0,38,0,63,0,149,0,0,0,0,0,0,67,117,91,73,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87a918f2af94ff451dd1f9ada0c46ecb",0,25,0,0,0,0,0,34,70,127,85,49,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,35,0,0,0,0,0
"150cd7168612739c827d01f56101c5f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0
"6af6d90437d656acfaae2bd803494060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aee83626bf99f96165a5c90cc9511595",0,83,0,0,0,0,0,32,26,92,44,42,26,0,0,0,0,0,25,0,33,31,0,0,0,9,20,41,21,33,37,0,0,0,22,0,17,35,41,48,31,0,0,0,0,0,0,0,0,0,112,30,44,50,31,0,0,0,0,0
"27af011f1ebcc0867bb168193e6a9d27",0,202,0,0,21,0,22,70,76,102,120,113,90,0,50,41,88,25,0,52,63,93,11,285,81,91,85,87,129,114,171,372,203,231,134,152,164,318,430,522,600,231,141,96,29,42,48,71,75,50,147,66,57,106,42,0,0,32,0,34
"9c54c522a386d5ed75686001dae803d9",0,354,0,21,0,44,127,370,486,628,470,372,345,0,0,41,144,121,204,244,330,419,0,33,18,35,111,136,187,189,297,0,0,0,16,23,36,39,67,43,31,0,0,0,0,0,0,0,0,0,179,180,257,468,263,198,122,169,133,173
"c1d9eada909d2d5dbe078f25f1038508",0,9,0,0,0,0,0,21,27,38,44,24,21,0,10,0,36,20,58,67,109,136,0,19,9,31,147,147,254,289,516,13,0,16,71,79,180,362,571,672,571,0,22,42,37,51,104,111,114,32,0,11,18,37,21,14,9,12,13,23
"d295b9a63b6148b9f4663819da1c914b",40,420,0,34,21,45,134,424,528,798,557,372,343,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2398,538,754,1134,665,646,422,799,355,778
"4e6488dfc93f2eefe477c4511d0e8a49",13,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"7ebbb1e6f79a2910951c191a4bf1df66",0,90,0,20,0,24,65,222,263,396,424,313,223,0,0,0,68,46,91,128,194,229,0,0,0,40,0,103,134,190,259,0,0,0,25,24,67,147,201,160,114,0,0,0,0,0,0,23,0,0,204,98,233,261,136,103,44,94,67,123
"df4ff260c5074d4e2ffe0cba9257f266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0
"29b2870e522fa2d0b60ae25278a57c5b",0,47,7,0,0,0,32,62,71,137,118,123,73,0,0,0,26,5,29,35,59,40,0,0,0,0,5,5,9,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,47,98,117,60,46,36,86,41,95
"9eab7a1249300ee6e9757c224201f94d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0
"65a75a16ddf0882daec9e72eea3aa180",0,23,0,0,0,4,8,65,65,72,115,102,74,0,0,13,14,11,13,39,80,86,0,13,4,7,14,21,50,64,119,0,0,0,3,16,24,61,99,97,66,0,0,0,0,7,6,0,9,0,0,6,23,13,22,10,5,13,15,35
"0e3ce5a41c4cf794c9c92ce2e359943b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
"7ada9e0268a1f22ffd4b514989a91672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
"e657907312415da47ee5d5a4796a675a",0,0,0,6,0,0,0,31,25,26,36,52,43,0,2,0,18,0,14,15,21,34,0,0,0,0,2,0,4,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,56,22,7,8,12,8,30
"0ae5531a9802e71139c959faebdde10c",0,90,0,0,0,12,21,29,59,81,52,71,74,0,0,0,37,0,26,22,26,53,0,0,0,0,28,11,21,36,34,0,0,0,0,15,21,52,38,18,0,0,3,0,0,0,0,0,0,0,0,62,62,116,58,34,32,33,30,46
"6df95b4c8ba293fded6976aacf45572e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0
"29f3083d2d8f993bec5a67e7af219321",0,0,0,0,0,4,0,21,25,44,45,51,60,0,0,15,52,12,31,51,60,70,0,0,0,18,17,16,57,70,101,0,0,0,8,9,35,79,119,64,54,0,0,0,0,0,0,0,0,0,0,16,20,20,12,0,13,4,8,14
"5ed8f8f3a98e669d81b30c56825e0870",0,240,5,22,35,27,50,105,79,78,80,90,64,12,43,121,237,60,91,107,74,37,0,132,69,257,163,107,129,118,100,299,336,668,448,424,545,667,447,257,206,4160,3988,2429,1460,1345,668,403,471,546,680,37,54,59,40,38,22,11,34,69
"5c21f017407dbb74aea300b42e85dd30",0,3,0,0,0,0,0,17,13,0,17,30,0,0,0,14,21,6,22,23,25,15,0,0,4,15,11,16,35,51,75,7,0,5,0,17,46,76,127,58,59,0,0,0,0,0,0,0,0,0,0,0,4,15,8,0,0,0,0,0
"ae88f77525a7096df7c0d9c6ede9f846",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,50,0,0,30,0,0,0,0,0
"1e363e2cc25edecbed528fc4aeef8cf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0
